aahaangwliq	oldsquaw duck (Clangula hyemalis); the cry of the oldsquaw	the true name of the oldsquaw is said to be kangghwaak, while the present word is a sort of nickname based on the cry of the oldsquaw	āгāӱңлиқ	
aakaq*	older sister of female		āкақ	
aakw	blood	aawa ‘his blood’, aakwa ‘my blood’; aawuuq ‘it is blood’; see also aaw- ‘to bleed’	āӱк	
aakwrak	small spot or streak of blood		āӱкшак	
aalghaq	another family in the same clan; the other of a pair of boats cooperating in a hunt; hunting partner; second wife		āлӷақ	
Aallgha aghneq	Monday	the name comes from Monday being the second day of the week	А̄льҳа аӷнық	
aallgutaq	broom; besom; wing of bird used as a broom	Chukotkan (R); may be used in the plural for a single broom	āльхутақ	jnhtpfyyfz xfcnm rhskf e gnbwsdtybr
aallneq	ember; soot with grease from an oil lamp		āльньық	
aallngunaan	without a partner	irregular subordinative of aallghite- (rather than aallghinaan or aallghunaan)	āльңьунāн	
aalma	block of snow to be used in a heated house	perhaps to cool the house (?)	āлма	recjr cytuf. gjkj;tysq lkz entgktybz ;bkbof
aalqullghiik	pair; couple; person and companion		āльқульҳӣк	
aam	hesitation sound like English "aah" or "um"	particle	āм	
aamak	a kind of berry	exact identification undetermined	āмак	
aamna	that one over there; the one across the sea; that one on the other side of something; that one over the mountains; that one in the other room	obscured demonstrative pronoun; base: am-; localis singular pronoun: amumi ‘in the one on the other side’; vocative singular: aamyuq ‘you, on the other side’; absolutive/relative plural pronoun: aamkut ‘those on the other side’; anaphoric abs. sing. pronoun: taamna ‘that one on the other side’; adverbial particle: ama ‘over there (on the other side)!’; localis adverb: amani ‘on the other side’; terminalis adverb: amavek ‘to the other side’; vialis adverb: amagun or aamggun ‘through the other side’; ablative adverb: amaken or aamken ‘from the other side’; anaphoric adverbial particle: taama ‘there, on the other side!’	āмна	
aamqun	welt put in between the boot sole and the upper on a skin-boot	Aamqutnguut nateghqamllu amiiramllu akulanganilnguut …. ‘There was a welt [put] between the sole and upper [of the boot] ….’ (SIVUQ. NANGAGH. 1:114) 	āмқун	
aamta	as we know from our experience; as we well understand	particle; aamta ellngitlu aghneghmi amighinaqaqeftut whangkutestun ‘they are putting a skin on their boat today just as we are’; aamta ellngitlu seghleliightut taawa ‘oh, they are grieving greatly (a feeling we understand all too well)’; Mekelghiighuluteng, apangiighhaghputlu aagna, apangiighhaghputlu aamta entaqun seghleghllugumayaghtuq.  ‘Being boys, our little grandfather too, that one, our little grandfather also, as we know maybe he would try to be bad (be mischievous).’ (SIVUQ. NANGAGH. 2:24)	āмта	
aamtaam	if that can't be; if that isn't so; if that is so; that being the case	particle; tawani tagilghaaten utaqanaaghamken taawanginaq enkaam aamtaam pipagningiskuvek ungipaannakevnga kitukun ‘come at that time and I'll wait for you, but if you can't, let me know through someone’; tagilghaaten, aamtaam wiin piyunghilkuvek taginghisaghngaaghpek ‘do come over, but if you don't want to, then don't’; taginghisaghngaaghpek aamtaam tagiyukuvek tagilghaaten ‘you don't have to come, but if you want to come, then come’; Aamtaam eltughaanka pillgitngwaaghtut. ‘That being so, my grandchildren treasure the things they have.’ (Sivuq. Nangagh. 3:94); Taawanginaq whanganginanghitunga, anengalguunga. Aamtaam ighlekegkaanganga ugiighnaanghitunga. Aamtaam aangqanganga ugiighllequnga. ‘It’s not only me, I have an older brother. That being the case, if he doesn’t let me I won’t marry you. That being the case, if he does agree I will marry you.’ (UNGIPAGHAGH. 20)	āмтāм	
aamtawha	maybe; probably; trying fruitlessly	particle; aamtawha kiigunneghatni quugmeng suyvaghtuq imawha uksungani naangut ‘he would try to gather enough wood during the summer but would run out in the winter’	āмтаӱьа	
aamtayaghhaq	how well we know	particle, like aamta (q.v.) but stronger	āмтаяҳақ	
aane-	to go out(side)	aanuq ‘he went out’; aanaa ‘he went out of it or went out through it / aanutaa he took it out’	āны-	
aanelgun	littermate; one born at the same time; a person's contemporary		āнылгун	
aanesqe-	to drive out; to expel; to force somebody to leave	Chukotkan (R)	āнысқы-	dsujyznm rjuj-k>. pfcnfdkznm rjuj-k> dsqnb
aanestaghagh-	to press or squeeze out; to put or thrust out	Chukotkan (R)	āныстаӷаӷ-	dslfdkbdfnm gjytvyjue xnj-kb,j. dscjdsdfnm xnj-k> 
aangaayugte-	to act as if superior to others; to put on airs; to act conceited		āңāюхты-	
aange-	to be big; to be large	aanguq ‘it is big’	āңы-	
aangeghllak	big thing; large thing		āңыҳльяк	
aanghuute-	to spark as from friction; to make sparks	aanghuutuq ‘it made sparks’ / Uyghagami qamiyegka aanghuutuk igleghsama.’ My sled made sparks as I was going over the rocks.’ (SLI JR. DICT. 5)	āнӷӯты-	
aangqagh-	to play ball		āңқаӷ-	
Aangqaghvik	June; July		А̄ңқаӷвик	
aangqanneq	traditional ball game	Chukotkan (V&E)	āңқаньық	nhflbwbjyyfz buhf d vzx
aangqaq	ball		āңқақ	vzx
aangqasiigh-, aangqasi-	to get ready to throw a ball; to "wind up"		āңқасӣӷ-, āңқаси-	
aangqengwaaq	small rattle	Chukotkan (R)	āңқыңӱāқ	
aangwaagh-	to be rather big,  big enough	Chukotkan (R)	āңӱāӷ-	ljdjkmyj ,jkmijq
aangwunani	(he, she or it) being bloodless		āңӱунани	
aanighte-	to concentrate thought and action on what one is doing	aanightuq ‘he is concentrating on what he is doing’ / aanighutaa ‘he is concentrating on it’; cf. anighte-	āниҳты-	
aanleghaate-	to leave a building; to rise to the surface	Chukotkan (R)	āнлыӷāты-	ds[jlbnm bp gjvtotybzdcgksdfnm yf gjdth[yjcnm djls
aanleghagh-	to seep out; to flow out	aanleghaghtuq ‘it seeped out’ / Kagimkaq qantamineng aanleghaghtuq reghilleghqun. ‘Sugar is leaking out of the its container through a hole.’ (SLI JR. DICT. 5)	āнлыӷаӷ-	
aanngerquq	ankle bone	Chukotkan;  = angangarquq	āнңышқуқ	
aanqaghneq	bulge; protrusion		āнқаӷнық	
aanqaghreki	the number three (in a counting or finger naming jingle for children)	cf. aangqaq; the entire jingle is: aatati, pututati, aanqaghreki, tekiina, kumlu, aasi, taawra, qilughru, milughru, qughru 'one, two, three, four, five, six, seven, eight, nine, ten'	āңқаӷрыки	
aanqaghte-	to rush out; to protrude; to bulge	aanqaghtuq ‘he rushed out’, ‘it protruded’ /	āнқаҳты-	
aanqaghtivike-	to hit accidentally as with a stone from a sling	Chukotkan (R)	āнқаҳтывикы-	gjgflfnm ytxfzyyj d rjuj-k>. dj xnj-k> rfvytv bp ghfob
aanqulleq	manure	Chukotkan (R)	āнқульық	
aanqutagh-	to lead singing		āнқутаӷ-	
aanqute-	to start singing or speaking	aanqutaa ‘he began (to say, sing) i’t / aanqutiiq ‘he began to sing’; yugem aanqutisaghaanga kaallunga ‘the man began to say something as he reached me’; Ellngan quunpeng aanqutaqii atuutet atulghiini. ‘He always starts the songs for the singers.’ (SLI JR. DICT. 6); cf. aane-	āнқуты-	
aantaq	midden; dump	may be used in the plural, aantat, for one midden	āнтақ	
aante-	to to take out; to bring out; to put out; to give birth to	aantaa ‘he brought it out’ / aantiiq ‘he took something out (particularly a commode for dumping)’; pegnem aantaa ighneni ‘she had a difficult time giving birth to her son’	āнты-	
aanvik	outlet; exit		āнвик	
aanyaghagh-	to go out early		āньяӷаӷ-	
aanyaghaq1	first one out; first-born child; man who goes outside the first (in the morning); first letter of word, initial		āньяӷақ1	xtkjdtr. gthddsq dsitlibq bp ljvf yf ekbwe.gthdfz ,erdf d ckjdt
aanyaghaq2	exit; the way out; outlet	also used in the dual, aanyaghak, for one exit or outlet; qaltak aanyaghametuk ‘the bucket is by the exit; kiiwem aanyaghakek uusqaghtuk ‘the water is deep around the outlet of the river’	āньяӷақ2	
aanziigh-	to burp; to belch	aanziightuq ‘he burped’; Aanziighllagyalghiimi sayalghiimi, mighyaghllagyalghiimi taghnughhaam akileghteghllagluku, qiyateghllaget. ‘When it (the creature) belched, doubled over, and threw up violently, the children tumbled out from it crying loudly.’ (SIVUQ. NANGAGH. 3:174)	āнзӣӷ-	
aanziiq	a burp; a belch		āнзӣқ	
aapghun	object which is to be sacrificed; prediction	Chukotkan (R)	āпҳун	ghtlvtn. dtom j,tofyyst d ;thnde.ghtlcrfpfybt
aapte-	to ask	aaptuq ‘he asked’; aaptaa ‘he asked her’ /	āпты-	
aapute-	to ask permission; to ask concerning someone or something	aaputuq ‘he asked for permission’; aaputaa ‘he asked her for permission’; Ungazighmiit aaputaqut ellmengllu Arctic Ocean-mun pinaluteng. ‘The Siberians would ask permission (to join), wanting to go to the Arctic Ocean.’ (SIVUQ. NANGAGH. 3:118)	āпуты-	
aaqun	almost	particle; yuuk sikugni piyugluni aaqun meghquutkaaguq ‘a man walking on the ice practically fell into the water’; Taana ivenrumeng kaatevzighaghput, aaqun kaasimaaghput iitek. ‘We almost reached that one with the outboarrd motor; almost, we got to it, indeed.’ (SIVUQ. NANGAGH. 2:34)	āқун	
aaqunqun	try it anyway; dare	particle	āқунқун	
aarragh-	to dress in fancy clothes	aarraghtuq ‘he dressed up’; aarraghaa ‘he dressed her up’ ;  Elngaatall siivanlleq tamaana aarraatesluku. ‘They brought the elder(s) there all dressed up.’ (SIVUQ. NANGAGH. 2:210); Aarraatkaq igaqraghllagmeng tawaten pinighrakegtepiglluku ulimalluteng. ‘everyone got all dressed up in clothing which they made as fancy as possible.’ (SIVUQ. NANGAGH. 3:86)	āшаӷ-	
aas-		dimensional root; > aastu-, aaskestaaghhaq	āс-	
Aasa	Singikpak Pt. site east of Southwest Cape on St. Lawrence Is.	see Map 4 in Appendices	А̄ся̄	
Aasaq	former village site west of Cape Chukotskii in Chukotka	see Map 2 in Appendices	А̄сақ	
aasi	the number six (in a counting or finger naming jingle for children)	the entire jingle is: aatati, pututati, aanqaghreki, tekiina, kumlu, aasi, taawra, qilughru, milughru, qughru 'one, two, three, four, five, six, seven, eight, nine, ten'	āси	
aaskestaaghhaq	narrow thing; something that does not extend far	Aaskestaaghhaanghani kiyang malghugneghet piiqiit, … ‘Whenever it [the sea ice] did not extend far out they always made two [boat paths], …’ (SIVUQ. NANGAGH. 1:134)	āскыстāҳақ	
aasliigh-	to patch a skin boat	aasliightuq ‘he patched a boat’; aasliighaa ‘he patched it’ /	āсльӣӷ-	
aasliq	soup of greens and seal blood		āсльиқ	
Aasliq	former village on east shore of Provideniia Bay; Plover Bay in Chukotka	see Map 2 in Appendices	А̄сльиқ	
aasliquutaq	grease stain in the entrance opening of a winter house	Chukotkan (R)	āсльиқӯтақ	
aastu-	to be wide; to extend far	aastuuq ‘it is wide, extends far; Aastughllagyalghii, kilgaaquteghllagaqelghiit, kiyang whanikumi. ‘It was extended farther, as far as long distance runners were concerned, then than now.’ (SIVUQ. NANGAGH. 1:20); Aamta tuvalgunghani tawaten ataasiinaat kenilghet seggaqiit, qayughllak ilangakun tuvaq aastaaqelghii. ‘And, whenever it had shore ice like that they made but one boat path, because the shore ice extended a long way out.’ (SIVUQ. NANGAGH. 1:134)	āсту-	
aataararay	yuck!	particle; expression of disgust or fright	āтāрараӥ	
aatak	do it anyway; give it a try; let's	particle; used to boost morale; Seghleghunaqukut, yulgutmun kaatngwaaghluta tusaqunneghitem seghletun pinaqukut, aatak qitevunnaqigu! ‘Things are going poorly for us, and now that we have come across a fellow human, because we can’t understand each other we have a problem; give it a try, speak to him in the other language!’ (SIVUQ. NANGAGH. 2:124); Aatak naghuyaqellaankuk meteghlluglliqellaankuk piiqagka. ‘(I’ll) give at a try,  I am trying to talk to the seagull and the raven.’ (UNGIPAGHAGH. 109)	āтак	
aatakqun	do it anyway; give it a try; let's	particle, used to boost morale; = aataqun	āтакқун	
aataqun	do it anyway; give it a try; let's	particle; used to boost morale;  = aatakqun	āтақун	
aatati	the number ‘one’ (in a counting or finger naming jingle for children)	cf. ataasiq; the entire jingle is: aatati, pututati, aanqaghreki, tekiina, kumlu, aasi, taawra, qilughru, milughru, qughru 'one, two, three, four, five, six, seven, eight, nine, ten'	āтати	
aatawleginaq	for nothing; after all; because	particle; aatawleginaq mughusimaaq, sakengaghsimangituq ‘he went hunting for nothing, he didn’t get anything’; unangataghalluku tagilghaaten aatawleginaq  neghsaghhnaanghituten, ayveghaghnaanghituten ‘come early in the morning, otherwise you won’t get seals or walrus’	āтаӱлыгинақ	
aate-	to put on (clothes); to dress	aatuq ‘it put something on’; aataa ‘he put it on’ / aalluku ‘after putting it on’; aalleqaa ‘he will put it on’; aannaqaa ‘he is going to put it on’; aatkaagaa or aaskaagaa ‘he has put it on’; aasuwaaghaa ‘he feels like wearing it’; 	āты-	
aateghngalghii	loaded; put on	Chukotkan (R); questioned	āтыӷңалӷӣ	pfhz;tyysq. dltnsq
aatghute-	to go out hunting on foot on the ice	sikuk kaanneghegkeni yuget aatghutaqelghiit ‘men go out hunting (on foot) once the ocean ice arrives’	āтҳуты-	
aatkaq	article of clothing; garment		āткақ	
aatneq	slope near the beach; small portion of land extending out into the water		āтньық	
aatqaghtagh-	to suddenly and quickly go out (as from room)		āтқаҳта́ӷ-	dscrfrbdfnm bp gjvtotybz.cjcrfrbdfnm c xtuj-k>
aatqaghte-	to slip or jerk when working with something by hand; to run off the road; to deviate from the desired path	aatqaghtuq ‘he or it jerked’; aatqaghtaa ‘he jerked it’/ tumeneng aatqaghtuq ‘he ran off the road’; terelleghmeng piineqegkani aatqaghtaa ‘he painted off the marked line’	āтқаҳты-	
aatwarae	hot water	= haatwara	āтӱараы	
aavgaghte-	to split open suddenly; to get injured severely on the surface of one’s body		āвгаҳты-	hfp,bdfncz lj rhjdb
aavgugh-	to cut up thoroughly		āвгуӷ-	
aavneq	half; half dollar		āвнық	
aavnguq	burl		āвңуқ	
aavngutae	sealskin pants	used in the dual, aavngutek for one pair of pants	āвңутаы	
aaw-	to bleed; to menstruate	see also aakw ‘blood’	āӱ-	
aawaallu	so soon!; already	particle; = aawallu	āӱāлью	
aawallu	so soon!; already	particle; = aawaallu	āӱалью	
aawhkagh-	for spring to come	aawhkaghtuq or aawhkaghaa ‘spring has come’ / cf. awa(ni)	āӱькаӷ-	
aawhkaghhaaneng	for ages (in the past); for quite a while now	particle	āӱькаҳāның	
aawhkaghniimna	previous place; former one	Chukotkan (R)	āӱхкаӷнӣмна	ght;ybq.ght;ytt vtcnj
aawhkaghniq*	hing of a while ago	= aawhkaghtaq	āӱькаӷниқ	
aawhkaghtaq	thing of a while ago	= aawhkaghniq*	āӱькаҳтақ	
aawhkan	a while ago (during the same season); a week ago; a month ago	particle	āӱькан	
aawhkaqun	in the springtime	particle	āӱькақун	
aawhkayaghaq	some time ago; a while back	particle	āӱькаяӷақ	
aawhtaq	jade		āӱхтақ	
aawhtu-	to be bloody	aawhtuuq ‘it is bloody’ / aawhtuqaq ‘a bloody thing’	āӱьту-	
aawhtuqe-	to bleed	aawhtuquq ‘it is bleeding’ /	āӱьтуқы-	
aawiite-	to lose blood		āӱӣты-	
aawite-	to be bloodless	aawituq ‘it is bloodless ‘; cf. aangwunani ‘being without blood’ (irregular variant of aawinaan or aawunaan)	āӱиты-	
aawyaq	blood clot		āӱяқ	
aaygu	arrow		āӥгу	
aayguk	pair of stars seen at dawn, Altair and Tarared in the constellation of the Eagle		āӥгук	
aayiiq tanem	preliminary incantation; call to a certain spirit	Chukotkan (R); literally, ‘aayiiq, once again’ (aayiiq is a name of a certain spirit, a tughneghaq)	āӥӣқ таным	
aaykagh-	to gamble	aaykaghtuq ‘he is gambling’; y preceding k questioned	āӥкаӷ-	
aaykaq	poker or similar card game; gambling	y preceding k is unusual	āӥкақ	
afkuyaq	cause of something (especially a problem)	ullghitagma afkuyaa naalkaghtaqa ‘I found the cause of the problem with my wheeled/tracked vehicle’; Naghullgaqluki, pakin'gumakanga nagun iqelqwakun itegaakun, taawa taana tuqusiqaa, pakinellgha qazigyaghaam. Aatgha Anaqsi, Sikneghnii. Afkuyaghhaan. ‘While he was harpooning them, it scratched him somewhere on his little toe, and that’s what killed him, the scratch of a seal. … That was all it took.’ (SIVUQ. NANGAGH. 3:22)	афкуяқ	
aflaaghaghte-	to interrupt		афлья̄ҳты-	
aflaaq	thing between two others; middle one		афлья̄қ	
aflenga-	to be thrifty; to take good care of one’s things	aflengaaq ‘he is thrifty’, ‘he takes care of his things’ /	афльыңа-	
aflengake-	to take care of (valued possession or person); to keep	aflengakaa ‘he is taking care of it’ / Qikmiqa ataasiq tuunluku maalghuk aflengakagka.’ I gave away one of my dogs and kept two.’ (SLI JR. DICT. 8)	афльыңакы-	
aflenganeq	thrifty person; one who takes good care of what he has	aflenganghuuq ‘he’s a person who takes good care of what he has’	афльыңанық	
aflu	the span from one thing to another (as from one hour to the next); thing between two others (as a child born between two others)	Estamat aflut piyugutkanka. ‘I walked for four hours.’ (SLI JR. DICT. 132)	афлью	
aflute-	to feel sorry for; to sympathize with	Chukotkan (R)	афльюты-	
afsengaghpak	muskrat (Ondata zibethicus); beaver (Castor canadensis)	Chukotkan	афсыңаҳпак	
afsengaghqe-	for there to be the squeaking sound of a mouse	afsengaghquq ‘there’s a squeaking, mouse sound’	афсыңаҳқы-	
afsengaq*	vole (Microtus sp. ); locally mouse; also slang for lump of dried nasal mucus		афсыңақ	
afta-	to cut up game; to butcher game; to have surgery (additional Chukotkan meaning)	aftaaq ‘he butchered an animal’; aftaa ‘he butchered it’ /	афта-	
afte-		root; > afta-, aafte-; cf. avek	афты-	
aga	away; gone; there	particle; this is the interjectional form of the demo. adverb aga(ni) from demo. pronoun aagna(q.v.); Amaaghllak aga estunaquq. ‘There he goes, the wolf is about to slide.’  (AYUM. UNGIP. I:7)	ага	
agaavik	double hook used to fasten caught walrus to side of boat	Chukotkan (R)	агāвик	
agagh-	hanging	postural root; agaghtuq ‘it got hung, snagged’; agaghtaa ‘he hung it up’; agaghngaaq ‘it is hanging’; agaghfik ‘place to hang things’	агаӷ-	
agaghfikutaq	clothes hanger; clothespin; peg for hanging things; hook for hanging things		агаҳфикутақ	
agaghtiiraagh-	to hang; to be hanging	Chukotkan (R)	агаҳтӣрāӷ-	dbctnm
agaghtusiq	clothes hanger; clothespin; peg for hanging things; hook for hanging things		агаҳтусиқ	
agaghugllaka	oh, what a pity!	particle	агаӷухльяка	
agalghu-	to stagger	agalghuuq ‘he staggered’ / agalghwaaghtuq ‘he keeps staggering as he walks’	агалӷу-	
agalqutaq	peg for hanging things; hook for hanging things		агальқутақ	
agam	okay, that’s enough	Chukotkan (R); particle	агам	ye. ye ljdjkmyj
agangsitagh-	to stay away	agangsitaghtuq ‘he, or it, it staying away’ / kayut saamkut agangsitaghtat nalleq? ‘why are the fish down there staying away?’	агаңситаӷ-	
agaqraq	peg for hanging things; hook for hanging things		агақшақ	
