alaghrang	furthermore; also; might as well; it turns out	particle; shows the insistence on something or the continued existence of certain circumstances; siivanlleghita qelghii aatkani kinengllaghaghtesqelluki, alaghrang gaaghaghutqaghtesqumaghmi piiq ‘their elder implored them to dry his clothes and also he begged them to cook for him right away’; tengegkayuget wiintakusikat alaghrang aviitut ‘the airplane that was delayed never did come’; alaghrang piyaafqaama, anuqa iknaqataghapigta wiin ‘I might as well not go because the wind is a little too strong’; ‘Ighennaq alaghrang aghulangigateftuq kayagtaghwaaghyaghaghput pipagningitngwaaghtuq. ‘Ighennaq, it turns out, doesn’t dance. We tried having him dance, but he wouldn’t at all.’ (SIVUQ. NANGAGH. 3:132)	аляӷраң	
alemeng	but; on the contrary; contrary to what has been said	particle; angyaghnguq tengsimaa, alemeng petugteghwaaqaayaghtuq ‘it (the wind) blew the boat away but then it seemed that it had been securely tied up’; alemeng amiklu sanighyiqaqsaghaqa naqamqun qelpanniit ‘they said it was open but contrary to what had been said I had locked the door’; “Mekelghiighmi ugani, hiik, aanestaaten aghnaghaam.” “Aa, aanestanga.” “Kii, alemeng nengaakegkanka taglaanneghminiki aanesigatii.  Taawa ellnganitaqut.  Allallu aanesigatii.” ‘“You boy (by the door), wow, the woman let you out?” “Yes, she let me out.” “Wow, in contrast to that, she doesn't let my sons-in-law out when she brings them home. They stay with her. They don’t go out anymore.”’ (AYUM. UNGIP. III:12)	алымың	
alingnaghhalek	how scarey!	particle	алиңнаҳалык	
alla	other thing; different thing; more; again	allanguuq ‘it is different’; allastun ‘in a different way’; also a particle: alla tuuninga tamaaken ‘give me more of that kind’; alla piltung ‘let's do it again’	алья	
allaghhiinaq	of all different kinds; of various kinds	particle; Iyataamaghpek kiyaghtegpenang; neghaqi. Neqa allaghhiinaq  uglapigtuq. ‘Don’t stay hungry; eat!. Food of all different kinds is plentiful.’ (UNGAZ. UNGIP. 72)	альяҳӣнақ	
allameng	more; some more; again	particle	альямың	
allanqik	once again; additionally	particle; ayveghaghluteng enkaam ama allanqik nanughaghlutengllu ‘they had caught a walrus and additionally a polar bear!’; allanqik aghvenglaataamaat awatangaghniistun ‘they caught a whale once again as they did last year’	альянқик	
allapetqa	more; again	Chukotkan (R); particle	альяпытқа	
almesimitun	the same as before	particle	алмысимитун	
alngunak	any way; at random; anything	particle; Kina alngunak yuuk ateghaataquq aqfaquq piinlinghani. Nukalpigaq iingunaghmi avelghaghyaghqaanghilnguq tawavek. ‘Any man goes down when the running starts. All young men must not refrain from taking part in that.’ (SIVUQ. NANGAGH. 1:48); Iteghluni elngaatall pangalgaghtaamalghii alngunak tamaani teghigniqepiglluni. ’After he came in he ran all around at random enjoying himself very much.’ (IGHSANI. AFSENG. 3); Iwernga whanga piimsi, kitum alngunak ugumiyaguskumigu yulgutni, nanqigtivigmun aglaghsaqleguuq. ‘However I say to you that whosoever hates his fellow, is liable to judgment.’ (Matthew 5:22)	алңунак	
ama1	also	particle; Aqfaqumi tamaakut sukaaghikat, paghyuneghlluget kayaalqiikayuget.  Ama tughumghatmi, iknaqelghiit tughumghallget yugiqengegkayuget. ‘In running, those who have become fast and don’t wear down easily win. Also, in wrestling, those who are strong and who are skilled wrestlers win.’ (SIVUQ. NANGAGH. 1:50); cf. saama	ама1	
amalka	for instance; for example; correctly; in the proper or traditional way	particle; Kiyang yuga aghqesaghtughvilek naantaqluteng. Ilangi angyameng piiqluteng. Kiyang qamaglluni. Enkaam amalka ayumiqulleq kaspugtaquq. ‘Most of the people have a memorial (of the dead) ceremony somewhere. Some perform it at their boat. Most everybody does it. Then, it's like, it concludes the year.’ (SIVUQ. NANGAGH. 1:242)	амалька	
amalleqa	also; on the other hand	particle; Amalleqa amiirii aghvigluki yataaghqellghi piiqiit keligaghwaaghluki. ‘Also after they washed their (the birds’) skins, they prepared them, scraping them.’ (SIVUQ. NANGAGH. 1:106)	амальықа	
amawha	whenever; repeatedly; every time	particle; amawha amik uumgaqa anuqem qelpeghtaa ‘whenever I close the door the wind opens it’	амахӱа	
amen	then; there; but come to think of it, yes (indeed)	particle; Amen quyakaaguq umiilek elngaatall. Piniipigleghhiit qepghaghtet taakut iflakaayalghiit unguvaslaataghniluki. ‘Yes, the chief was very much happy. For keeping the really good workers who were lost, alive.’ (PANGEGH. 58)	амын	
amenam	so then; unexpectedly	particle; Kaviingnaquteperewaaghllak, katam maaten tugutluggnaqeghllallemtestun. Amenam maligunnaqaqsalghiinga kaviighniighmun, taawa uqengeghmetaqelghiinga. ‘It was all about trying to get foxes, like how we now try to get ivory. So then when I tagged along in trapping foxes, I would feel very satisfied.’ (SIVUQ. NANGAGH. 2:174)	амынам	
amennguq	then it is said	particle	амынңуқ	
amenqun	remember; you know	particle; Nenglutuqaq, iiggesnanighaqegkanginkut neghsameng nuyaaghqiinayukamta amenqun tepa sangwaa aliighnayukan ighlekeluugutangat. ‘There were old underground dwellings they would tell us not to dig in case we ward off the seals; as you know, their reason not to do so is that some odor might come out.’ (SIVUQ. NANGAGH. 3:66)	амынқун	
ametall	still; yet; at least try	Chukotkan; particle	амыталь	
ang	here, take it	particle; said when handing something to someone	аң	
angatumeng	for a long time yet; without delay	particle; angatumeng kaannaanghituq usiista ‘the supply ship won't be here for a long time yet’; angatumeng pinghitem estugaq umegtuq ‘because of not acting without delay (i.e. because of (our) delay) the store  closed (before we could go there)’	аңатумың	
anighta	it used to be (wishfully or nostalgically)	particle; anighta tawatetaqsalghiikut ‘it used to be that way for us (but alas it isn't any more)’	аниҳта	
aqfaasnaq	running	adverbial particle; aqfaasnaq igaghvigmun taglaghtunga ‘I went running up to the schoolhouse’; Tawani nagataghlluni aga aqfaasnaq ukigyalghiimi, ukigyalghiimi aga iteghtuq, iteghtuq. ‘After she had listened for a short time, she went running down, and when she ran down, she went in; yes, she went in.’ (KALLAGNEGHET 10); Aqfaasnaq igaghvigmun taglaghtungaa. ‘I went running up to the schoolhouse.’ (SLI JR. DICT. 32)	ақфāсьақ	
aqsaghmikun	back to back	particle	ақсяӷмикун	
arekull	but it had already happened; already	particle; utaqaanka kaatelleghqii arekull kaasimalghiit ‘I was waiting for them to arrive but they had already arrived’; Arekull Balena-m nalighneghaneng makreghqullghuftut. ‘They had already peeled off from some part of the (ship) Balena.’ (SIVUQ. NANGAGH. 2:166)	арыкуль	
arekulnguq	but it had already happened	particle	арыкулңуқ	
asangsi	furthermore; even more so	particle; asangsi qeghaatkat nefkuurat neqnipigniiqiit ‘they say that the dried meat hung on the racks is even more delicious’; Asangsi ugika tagikuni qevuulluni quyallequq. ‘Furthermore, when my husband arrives he’ll be very, very thankful.’ (UNGIPAGHAGH. 36)	асяңси	
asanut	as long as; at least	particle; unugsighngaaghmeng asanut pinitun piqaghtaqegkuyeng ‘as long as they behave it is alright for them stay out late’; asanut pinighluki nagaqumteki itagnaghillequkut ‘at least if we hear that they are okay we’ll be fine’; Asanut elpek espamavek tunuqlighhamnnun aglaghpenang piiqi! ‘At least, you must never to to that one back there.’ (UNGIPAGHAGH. 134)	асянут	
asitmun	downwards	particle	аситмун	
asivaqun	deeply; sleeping deeply	particle	асивақун	
asunan, asunaq	soon	particle	асюнан, асюнақ	
asunat	only; as before; as usual	particle	асюнут	njkmrj.gj-ght;ytve
asunga	come on; you'd better; and also	Chukotkan; particle	асюңа	
asunut	only if; if only	Chukotkan; particle	асюнут	
ataw	do it anyway; give it a try; let's	particle; Chukotkan (R)	атаӱ	
atawha	you know; you see	particle	атаӱьа	
atgenra	it happened although we no longer wanted it to; it happened too late; unfortunately however	particle; iitek ighneni qelghwaaghyaghaa angyiisqelluku unaaq, qavaaniluni ighsaaq, atgenra kesiimiita maketuq angyaghnaluni ‘he tried to have his son go boating this morning, he didn’t want to go because he was asleep, too late, after they left, he got up to go boating’; atgenra tengegkayuget kaatut uteghsimaghma ‘the airplane got here anyway after I decided not to go back’; Elngaatalnguq quunpeng esnighqwaghaqelghii taana Singaaweteghllak. Sameng naalkunnaluni elqwaaghhaghmeng. Atgenra avangisagllak. ‘It is said Singaaweteghllak was so very often combing the beach to try to find some seaweeds. But unfortunately there wasn’t any.’ (SIVUQ. NANGAGH. 2:236)	атхынра	
atunem	together; simultaneously	particle; yupiklu laluramkallu neghuutuk atunem ‘the Yupik Eskimo and the white man ate together’; Unaami nunamnnun aglaghhaakut. Wiin iteghaalluta nayagput tagimaluku, enkaam atunem neghelghaakut. ‘Let’s go to our village tomorrow. But for now, let’s go inside while our sister is coming, then let’s eat together.’ (UNGAZ. UNGIP. 22); Tawaten igleghteghngaaghmeng tekeghaq qemighyuk inga aliighaat, iiwen qemighyugmeng taagken mayughaqut, amaken yugemllu atunem. Atunem aliighutut. ‘As they were going, they were approaching a hill on a point; just as they were climbing the hill, a man at the same time was coming from the other side. They appeared to each other at the same time.’ (SIVUQ. NANGAGH. 2:124)	атуным	
atwhay	oh yes, now I remember what it was I wanted to say	particle; atwhay aqfaaghhnaken puygukan ‘oh yes, would you please get that thing which you had forgotten’; Angyat entaqun atwhay kaatkaagutlu. Aghnalguutqun tawani tumighqaataqngamta maaken. ‘A boat probably arrived too, I remember. They had women there when we went across to Siberia.’ (PANGEGH. 32); Seghleghhalek elngaatall upughaat. Atalgukaghaa taana atwhaynguq nulighhituq. ‘How great, they were very hospitable to him. Oh yeah! It is said his cousin had no wife.’ (AYUM. UNGIP. III:33)	атӱьаӥ	
awakaghniimna	the previous one; on the day before	Chukotkan (R); particle	аӱакаӷнимна	ght;ybq\ gjpfdxthfiybq
awatangani	last year	particle	аӱатаңани	d ghjikjv ujle`
awatmun	toward over there	particle	аӱатмун	
awen	usually; often; intermittently; frequently	particle; awen tagiiquq ‘he usually comes’; Awen ungipaqaqanka laluramkenun nunivaget tuqusighaqniluki akmaagutakun. ‘I often tell the white people that we ferment the roseroot in a keg.’ (SIVUQ. NANGAGH. 1:90); Unangniilleq tamaana liilightuusaghllaguuq qayughllak awen peleghqutkegkayuk. ‘Hunting for game had many rules and regulations, because there were often mishaps that happened.’ (SIVUQ. NANGAGH. 1:130)	аӱын	dctulf. gjcnjzyyj. rf;lsq hfp
awi1, awii	is that so; now I see; now I realize	particle;  awi kaasimaa? ‘she got here, didn’t she?’; awi kaasimaa! ‘oh, so she got here!’; Awi whangkutestun akuzing’gannikemken pikayuguziin. Whangkutestun awi ayuqsiin? ‘Oh, you could speak like us? I thought you were never able to do so. I didn’t know you were like us.’ (AYUM. UNGIP. IV:3)	аӱи1, аӱӣ	
awiim	probably	particle; also awiiman	аӱӣм	
awiinawi	so it's true	particle	аӱӣнаӱи	
awilleq	probably	particle	аӱильық	
awilleqa	so that’s how it is!	particle;  Awilleqa ellngingumalghiit sivumnnelnguut! ‘So, that was them in front of us!’ (SLI JR. DICT 40)	аӱальықа	
awituwaq	probably	particle; aghnequn whaa kenghet qaamyaghqaniiqiit -- kii, awilleqa whaa aqlaghaghhnaqelghiikut ‘they say the electricity is supposed to go off later on today -- oh, so it will be cold in here then’; Sangamek kaamgegken aghipatak? Awituwaq yugneng allaneng ugiighaquten! ‘Why are your boots wet? Maybe you’re having an affair with another man!’ (UNGIPAGHAGH. 9)	аӱитуӱақ	
awnepa	probably; maybe; must be	particle; especially in reference to something one wishes were not so; =  agnepa	аӱныпа	
ay	what did you say?; huh?                 	particle; = hay	аӥ	
ayumiinneghaqu	yearly; by end of the year	particle	аюмӣньыӷақу	
ayumiqun	next year	particle	аюмиқун	yf ,eleobq ujl
ayumiquyagu	next year; the following year	particle	аюмиқуягу	
eggngiigmeng	putting more effort into it	particle  aghnam alangqughiitani ivaneghmeng aghtughluku iilqayagusaghluku eggngiigmeng alla ivanqigtaa ‘the woman, after finding that couldn’t  manage looking for her ring and was going to quit, looked for it again putting more effort into it’; ullghitak iilqayagullukek eggngiigmeng alla piyaqminikek igleghsimalghiik ‘after giving up on his snow-machine he put more effort into it, and it was moving’; cf. eggngighteqe-	ыхңьӣгмың	
eghhunneghagu	every day	particle; literally, ‘whenever day comes upon it’;  eghhunneghagu igaghyaataqelghiit tawani aflumi ‘every day they go to school at the same time’; = aghhunneghagu	ыҳуньыӷагу	
egmiinaq	hurry up; quickly	particle; egmiinaq emta pilghaasi ‘please hurry up this time’	ыгмӣнақ	
ellmaaghaghhaq*	a little bit more	particle; huuk, ellmaaghaghhaq sayugteggu angyaq ‘okay, pull the boat a little bit more’; cf. ellmaakwaaqun	ыльмāӷаҳақ	
ellmaakwaaqun	at some later time	particle; ellmaakwaaqun pinakesi do it at some later time; cf. ellmaaghaghhaq	ыльмāкӱāқун	
elngaatall	very; very much	particle; elngaatall aghitqumakanganga ‘I got very wet’; Uutqiiqaghluten elngaatall ketanqumeng takunaken qawawaangllaqan taana niinghusimaghpek, qesiqaamaan. ‘First go backward, then run very hard, approaching that figurine you made as you jump and as you spit at it.’ (AYUM. UNGIP. IV:29); = enngaatall	ылңāталь	
elngaatatlu	very much also	particle	ылңāтатлью	
emta	this time act differently; for a change; instead; again	particle; used with negative commands;  emta muluughpenang ‘don’t be late this time’; igaqigu aatghen emta anglipafqaan ‘write your name but don’t make it big this time’; emta sukalluten ‘this time be fast’; Navek yugsughangigalnguut. Emta tawaten piluteng, piyaalluteng, emta yugsughagpenateng piyaaluteng tuvaq naamiglluku, uteghmun qiivyalghiimeng, uyughaat aviituq. ‘They don’t look around anywhere. Again they went like that, went hunting on the ice, again not looking around going all the way through the shore-fast ice. When they looked back, their brother was missing.’ (AYUM. UNGIP. I:12); Whaanguq aghnaghaam pii aghnalqwaaq taawna, “Emta pigpenaan, nelliqutkegpenaan ugiknaqaqangam taana. Emta avelghaghhu nelliqutkegpenaan.” ‘They said, now the girl said to the old woman over by the door, “Don’t do anything to him again, don’t mess with him. I am going to have him as a husband. This time leave him alone, don’t mess with him.”’ (AYUM. UNGIP. IV:5)	ымта	
en-nanaayuq	maybe; perhaps	Chukotkan (R); exclamatory particle	ын-нанāюк	vj;tn ,snm. djpvj;yj
enan	and then; and further; later on; when better conditions prevail	particle; Sagiqegkan pinaken, “Enan unaami ungipaannaghamken”. If he persists, just respond to him, “It would be best if later on -- I’ll tell you tomorrow.”’ (UNGIPAGHAGH. 12)	ынан	
enanaayuk	it is anticipated that	particle; enanaayuk upenghaqun ayveq kaallequq ‘one anticipates that in the coming spring walrus will arrive’; enanaayuk aghvengegkata mangtagtuullequsi ‘it is anticipted that you together will eat muktuk when they catch a whale’	ынанāюк	
enankin	let other(s) do it because they are better able to; doubtlessly; certainly	particle; enankin aghulallget aghulaaghllit ‘let the ones dance who know how to dance better’; Avaqutaghhaanka neghesqelluki neqellgaanayukavek enankin, aagvikamken. 'In order to let my dear children eat, in case you have food (as you certainly must), I come by here.' (SIVUQ. NANGAGH. 3:232); Aghnaghaq piyugumalghii enkaam uyughani pimakanga, “Enankin yugulghiiten. Inglukusagusaghqaaghsimaaten yulgutevnun.” ‘The girl walked, then said to her brother, “Without doubt you are a man. You are to be an opponent of your fellow men.”’ (UNGIPAGHAGH. 160)	ынанкин	
enankinam 	oh no, not again!	particle; enankinam aghnaghaq qiyanaqlaataghtuq ‘oh no, the girl is crying again’	ынанкинам	
enankinamllu	outrageous	particle; enankinamllu saam tugumaak mesiighek ‘how outrageous that someone took the fuel oil’	ынанкинамлью	
enekiitek	well maybe, as a matter of fact; if I do something; if perchance	particle; = inekiitek	ыныкӣтык	
eng	now; next	particle;  Eng, estu, sayugnaanghitamken meghmun aatqaghtekuvek! ‘Now, you slide, (however) I won’t pull you out when you plunge into the water!’ (KALLAG. 19); = heng	ың	
enkaam	then (in temporal sequence); furthermore; and; also	particle: whavek llinaqaqa igan, enkaam aanaqegkuvek tugunaken ‘I'll put your paper there, then when you leave, take it’; Taagken tapghaghhaghmeng ivaghimalghii. Naalkusami unaghsighwaaghem iqugakun petugumakanga. Enkaam asinganun uyghaggaq petugumakanga. ‘Then he looked for a child. When he found one, he tied it to the end of a stick. And then he tied a rock under it.’ (UNGIPAGHAGH. 19); Nenglum ulimallghanun nuughtuutkaagunga. Nallukanka enkaam. ‘I missed out on the building of the underground houses. So I don’t know about them.’ (SIVUQ. NANGAGH. 1:10)	ынкāм	
enkaamllu	and also	particle	ынкāмлью	
enkaamngam	and then again	particle; also: enkaamall, enkaamanngam, enkaaangam, enkaamam	ынкāмңам	
enmis 	already (surprising though it may seem); unexpectedly; even	particle;  enmis taaqumii ‘what do you know, he's already completed it!’; Apasengaqruggaq pika qavaasightughluni ayagusitam saaghwani nekeghqengngwaaqruglughluni enmis. Sivumnni taglaqat. ‘That good old Apassengaq is already settled in pajamas up there by a support pole (of the house). They went before us.’ (PANGEGH. 31); Yulguluku enmis angukaqaat Sikneq ukegkut kinguliit. Yulguftughnguq tamaanii yugitelleghllagem entaqun natangani yulguyaghtuq enmis ingutughhaghmenguq paaghqiisan yupagiisan aghvengaghtaqut tagtalmi, Sikneghmi. ‘These last ones have even seen Sikneq with people living there. They say there were people back then maybe sometime around the plague. They even caught some yearling whales once in a while when there started not to be many people at Sikneq.’ (SIVUQ. NANGAGH. 3:22)	ынмис	
enngaatall	very; very much.	Chukotkan; particle; Ukavek tukughqaghhalegnun ivaghingukung nani inqun pinitun kiyaghhnalutung. Qayughllak nunamnni seghletun kiyaghlleghhiikung. Umiilegput enngaatall seghlepiguuq. ‘We have come this way looking for a host so we can live a better life somewhere, because in our village we have lived harshly. Our chief is really terrible.’ (UNGIPAGHAGH. 36); Atqaghlluni aywaanun sinumun ivgaghiluni tuguluki neqmun iguquusiq quyngim kelpanga napaghsimakanga. Aleghquumaan, “Enngaatall elpek sumeghneghpetun salukimi uguqnam ilunganilnguut nusugraghaqsiki?” ‘She went quickly to the pantry on the northern side and looked around, and took a reindeer antler piece that is used for taking food out of a pot and placed it upright. She said to it, “In your great thought, what is it that you do to extract food from inside hot things?”’ (UNGIPAGHAGH. 85-86); = elngaatall	ынңāталь	
enraq	but; yet; still; however	particle; has the implication that this condition will cause a change in plans or expected outcome; aanaqsaghtunga enraq eslalluguftuq ‘I was going to go outside but it is raining’; qamiyek naavlutek, enraqlu usighllagulghiik ‘the sled broke down, but it was heavily loaded also’; taginaqniyaghluni enraqlu aghviimalghii ‘after saying that he was coming here he crossed over (to the mainland) instead’; enraqlu akuuraalluteng tengkayuget kaatut ‘however the airplane also came at the time’; Taagken qateghyiighaghhaam mengteghaq meghqun llikestaamakanga. Qamanguq yugem pimakanga nuliini, “Uu-ugg naken enraq meghem iteghtinkut? Enta qiinqaa!” ‘Then the little bird started bringing the house to the water. Inside, the man said to his wife, “Nasty! However, where is the water coming in from? Go take a peek outside!”’ (UNGIPAGHAGH. 148)	ынрақ	
